time,open,high,low,close
2012-07-16T06:30:00-07:00,62.79999924,62.79999924,62.79999924,62.79999924
2012-07-17T06:30:00-07:00,64.19999695,64.19999695,64.19999695,64.19999695
2012-07-18T06:30:00-07:00,61.90000153,61.90000153,61.90000153,61.90000153
2012-07-19T06:30:00-07:00,61.20000076,61.20000076,61.20000076,61.20000076
2012-07-20T06:30:00-07:00,61.29999924,61.29999924,61.29999924,61.29999924
2012-07-23T06:30:00-07:00,61.59999847,61.59999847,61.59999847,61.59999847
2012-07-24T06:30:00-07:00,62.90000153,62.90000153,62.90000153,62.90000153
2012-07-25T06:30:00-07:00,63.09999847,63.09999847,63.09999847,63.09999847
2012-07-26T06:30:00-07:00,62.59999847,62.59999847,62.59999847,62.59999847
2012-07-27T06:30:00-07:00,69.69999695,69.69999695,69.69999695,69.69999695
2012-07-30T06:30:00-07:00,68.40000153,68.40000153,68.40000153,68.40000153
2012-07-31T06:30:00-07:00,69.80000305,69.80000305,69.80000305,69.80000305
2012-08-01T06:30:00-07:00,74.09999847,74.09999847,74.09999847,74.09999847
2012-08-02T06:30:00-07:00,69.40000153,69.40000153,69.40000153,69.40000153
2012-08-03T06:30:00-07:00,71.90000153,71.90000153,71.90000153,71.90000153
2012-08-06T06:30:00-07:00,69.69999695,69.69999695,69.69999695,69.69999695
2012-08-07T06:30:00-07:00,73.90000153,73.90000153,73.90000153,73.90000153
2012-08-08T06:30:00-07:00,75.19999695,75.19999695,75.19999695,75.19999695
2012-08-09T06:30:00-07:00,73.69999695,73.69999695,73.69999695,73.69999695
2012-08-10T06:30:00-07:00,70.09999847,70.09999847,70.09999847,70.09999847
2012-08-13T06:30:00-07:00,67.19999695,67.19999695,67.19999695,67.19999695
2012-08-14T06:30:00-07:00,67.90000153,67.90000153,67.90000153,67.90000153
2012-08-15T06:30:00-07:00,73,73,73,73
2012-08-16T06:30:00-07:00,77.09999847,77.09999847,77.09999847,77.09999847
2012-08-17T06:30:00-07:00,74,74,74,74
2012-08-20T06:30:00-07:00,70.19999695,70.19999695,70.19999695,70.19999695
2012-08-21T06:30:00-07:00,70,70,70,70
2012-08-22T06:30:00-07:00,66.80000305,66.80000305,66.80000305,66.80000305
2012-08-23T06:30:00-07:00,65.5,65.5,65.5,65.5
2012-08-24T06:30:00-07:00,66.40000153,66.40000153,66.40000153,66.40000153
2012-08-27T06:30:00-07:00,66.30000305,66.30000305,66.30000305,66.30000305
2012-08-28T06:30:00-07:00,64.30000305,64.30000305,64.30000305,64.30000305
2012-08-29T06:30:00-07:00,64.90000153,64.90000153,64.90000153,64.90000153
2012-08-30T06:30:00-07:00,68,68,68,68
2012-08-31T06:30:00-07:00,68.69999695,68.69999695,68.69999695,68.69999695
2012-09-04T06:30:00-07:00,67.09999847,67.09999847,67.09999847,67.09999847
2012-09-05T06:30:00-07:00,68.5,68.5,68.5,68.5
2012-09-06T06:30:00-07:00,71,71,71,71
2012-09-07T06:30:00-07:00,68.40000153,68.40000153,68.40000153,68.40000153
